ticket_id,user_id,ticket_time,category,resolution_time_hours
987,3760,2023-11-23 00:00:00,Account Access,12.23
988,3767,2024-11-14 00:00:00,KYC Issue,5.62
989,3769,2024-11-03 00:00:00,KYC Issue,7.99
990,3770,2024-09-27 00:00:00,Payment Failure,38.39
991,3771,2024-09-11 00:00:00,Payment Failure,52.9
992,3777,2023-09-17 00:00:00,Payment Failure,47.69
993,3779,2023-11-26 00:00:00,Account Access,23.81
994,3782,2024-12-18 00:00:00,Payment Failure,14.93
995,3784,2023-07-06 00:00:00,Payment Failure,26.66
996,3785,2024-03-04 00:00:00,Account Access,54.45
997,3788,2023-03-22 00:00:00,Payment Failure,2.32
998,3789,2023-12-14 00:00:00,Account Access,71.66
999,3790,2024-12-03 00:00:00,Payment Failure,62.3
1000,3795,2024-10-14 00:00:00,Payment Failure,4.46
1001,3801,2024-01-16 00:00:00,Payment Failure,26.68
1002,3804,2023-09-15 00:00:00,KYC Issue,30.29
1003,3819,2023-09-16 00:00:00,KYC Issue,33.93
1004,3821,2024-02-16 00:00:00,Payment Failure,3.48
1005,3836,2023-12-10 00:00:00,Payment Failure,8.24
1006,3840,2023-07-28 00:00:00,Payment Failure,40.22
1007,3841,2023-12-27 00:00:00,Payment Failure,11.3
1008,3845,2023-01-14 00:00:00,KYC Issue,62.09
1009,3855,2024-11-21 00:00:00,Account Access,11.97
1010,3860,2023-02-03 00:00:00,KYC Issue,42.53
1011,3861,2023-07-16 00:00:00,Payment Failure,57.47
1012,3870,2024-12-30 00:00:00,KYC Issue,49.77
1013,3879,2023-06-03 00:00:00,KYC Issue,12.22
1014,3880,2023-01-12 00:00:00,KYC Issue,34.82
1015,3882,2023-12-27 00:00:00,KYC Issue,47.78
1016,3885,2024-03-11 00:00:00,Payment Failure,49.45
1017,3887,2024-08-03 00:00:00,Account Access,20.08
1018,3889,2024-08-04 00:00:00,Payment Failure,35.17
1019,3893,2023-05-24 00:00:00,Payment Failure,25.62
1020,3894,2024-08-15 00:00:00,KYC Issue,66.32
1021,3897,2025-01-02 00:00:00,KYC Issue,38.08
1022,3901,2024-08-23 00:00:00,KYC Issue,67.47
1023,3903,2023-03-14 00:00:00,KYC Issue,9.09
1024,3907,2024-09-01 00:00:00,Payment Failure,61.26
1025,3908,2024-09-15 00:00:00,Payment Failure,57.8
1026,3917,2024-11-04 00:00:00,KYC Issue,71.25
1027,3924,2023-06-19 00:00:00,Payment Failure,4.41
1028,3929,2024-07-30 00:00:00,Account Access,44.96
1029,3931,2023-11-05 00:00:00,KYC Issue,71.13
1030,3934,2024-01-19 00:00:00,KYC Issue,14.68
1031,3936,2024-01-30 00:00:00,Account Access,46.92
1032,3938,2023-05-03 00:00:00,KYC Issue,43.75
1033,3941,2023-12-19 00:00:00,KYC Issue,49.04
1034,3943,2024-10-20 00:00:00,KYC Issue,30.94
1035,3945,2023-05-17 00:00:00,Payment Failure,12.05
1036,3952,2023-05-17 00:00:00,KYC Issue,5.5
1037,3960,2023-10-18 00:00:00,KYC Issue,67.09
1038,3973,2023-08-23 00:00:00,Payment Failure,4.33
1039,3978,2023-10-25 00:00:00,Account Access,40.69
1040,3990,2024-01-14 00:00:00,KYC Issue,71.71
1041,3991,2024-06-22 00:00:00,Payment Failure,70.73
1042,3995,2024-09-06 00:00:00,KYC Issue,50.5
1043,3999,2024-05-03 00:00:00,KYC Issue,37.15
1044,4001,2023-06-26 00:00:00,KYC Issue,64.84
1045,4012,2024-01-24 00:00:00,KYC Issue,21.88
1046,4013,2023-12-28 00:00:00,KYC Issue,11.02
1047,4020,2025-01-07 00:00:00,KYC Issue,28.27
1048,4022,2024-09-26 00:00:00,KYC Issue,10.76
1049,4023,2023-09-08 00:00:00,KYC Issue,47.79
1050,4024,2023-04-28 00:00:00,KYC Issue,46.39
1051,4026,2024-02-06 00:00:00,Payment Failure,29.73
1052,4036,2023-03-18 00:00:00,KYC Issue,24.07
1053,4038,2024-08-04 00:00:00,Payment Failure,27.55
1054,4040,2023-06-18 00:00:00,KYC Issue,23.22
1055,4041,2024-03-31 00:00:00,KYC Issue,30.64
1056,4042,2023-02-03 00:00:00,Payment Failure,2.6
1057,4043,2023-12-13 00:00:00,KYC Issue,22.04
1058,4044,2024-03-05 00:00:00,Payment Failure,26.11
1059,4046,2024-06-03 00:00:00,KYC Issue,57.67
1060,4052,2023-08-18 00:00:00,KYC Issue,63.33
1061,4058,2023-06-13 00:00:00,KYC Issue,55.35
1062,4059,2024-09-14 00:00:00,KYC Issue,10.91
1063,4063,2024-01-31 00:00:00,KYC Issue,8.15
1064,4064,2024-01-02 00:00:00,KYC Issue,13.54
1065,4067,2023-06-17 00:00:00,Payment Failure,6.52
1066,4068,2025-01-22 00:00:00,KYC Issue,28.97
1067,4069,2023-06-01 00:00:00,KYC Issue,6.72
1068,4070,2024-01-02 00:00:00,KYC Issue,27.72
1069,4071,2023-08-22 00:00:00,Account Access,8.15
1070,4073,2023-09-03 00:00:00,Payment Failure,41.13
1071,4081,2023-08-09 00:00:00,KYC Issue,12.06
1072,4084,2024-01-07 00:00:00,KYC Issue,45.92
1073,4089,2024-03-26 00:00:00,KYC Issue,26.83
1074,4092,2023-12-05 00:00:00,Account Access,64.88
1075,4093,2024-03-19 00:00:00,KYC Issue,19.41
1076,4097,2024-09-19 00:00:00,KYC Issue,58.35
1077,4100,2024-12-30 00:00:00,Payment Failure,60.44
1078,4102,2023-02-17 00:00:00,KYC Issue,8.81
1079,4105,2024-09-25 00:00:00,KYC Issue,5.0
1080,4110,2023-01-11 00:00:00,Payment Failure,3.93
1081,4112,2024-07-13 00:00:00,KYC Issue,55.64
1082,4113,2023-09-10 00:00:00,KYC Issue,20.8
1083,4119,2024-11-07 00:00:00,KYC Issue,56.08
1084,4120,2023-07-31 00:00:00,Account Access,5.42
1085,4121,2025-01-20 00:00:00,KYC Issue,13.24
1086,4123,2024-01-08 00:00:00,Account Access,66.95
1087,4127,2023-10-03 00:00:00,KYC Issue,68.88
1088,4130,2023-04-18 00:00:00,Payment Failure,12.31
1089,4133,2024-01-12 00:00:00,KYC Issue,43.56
1090,4134,2024-03-01 00:00:00,Payment Failure,47.35
1091,4136,2025-01-10 00:00:00,Payment Failure,31.43
1092,4137,2023-10-02 00:00:00,Payment Failure,59.5
1093,4139,2023-03-27 00:00:00,Account Access,63.14
1094,4148,2024-12-13 00:00:00,KYC Issue,65.47
1095,4149,2023-04-02 00:00:00,Payment Failure,18.47
1096,4151,2024-01-04 00:00:00,Account Access,31.81
1097,4152,2023-12-06 00:00:00,Payment Failure,53.36
1098,4161,2024-04-01 00:00:00,KYC Issue,38.7
1099,4163,2023-04-07 00:00:00,KYC Issue,64.43
1100,4168,2023-08-30 00:00:00,KYC Issue,41.42
1101,4173,2023-09-03 00:00:00,Payment Failure,60.79
1102,4175,2023-11-19 00:00:00,KYC Issue,71.6
1103,4183,2024-01-04 00:00:00,KYC Issue,24.48
1104,4187,2024-12-17 00:00:00,Payment Failure,32.62
1105,4189,2024-08-10 00:00:00,KYC Issue,40.04
1106,4190,2023-12-31 00:00:00,Payment Failure,6.76
1107,4202,2024-12-28 00:00:00,Account Access,26.6
1108,4205,2023-05-13 00:00:00,KYC Issue,56.69
1109,4206,2023-07-29 00:00:00,Payment Failure,48.68
1110,4207,2024-06-23 00:00:00,KYC Issue,53.79
1111,4210,2024-10-01 00:00:00,Payment Failure,39.45
1112,4213,2023-07-24 00:00:00,Payment Failure,18.62
1113,4215,2024-08-08 00:00:00,KYC Issue,3.22
1114,4219,2024-11-20 00:00:00,KYC Issue,51.29
1115,4221,2024-11-20 00:00:00,Payment Failure,59.55
1116,4222,2023-08-09 00:00:00,Payment Failure,61.3
1117,4227,2023-12-19 00:00:00,KYC Issue,45.96
1118,4233,2023-05-25 00:00:00,Account Access,25.8
1119,4239,2024-11-05 00:00:00,KYC Issue,18.55
1120,4242,2023-09-18 00:00:00,KYC Issue,36.08
1121,4244,2024-10-31 00:00:00,Payment Failure,59.87
1122,4247,2023-05-25 00:00:00,Account Access,25.73
1123,4248,2024-08-14 00:00:00,KYC Issue,56.5
1124,4249,2023-04-16 00:00:00,Payment Failure,53.03
1125,4269,2024-07-23 00:00:00,KYC Issue,71.46
1126,4273,2023-08-28 00:00:00,Payment Failure,4.9
1127,4274,2024-01-26 00:00:00,KYC Issue,24.63
1128,4277,2023-08-12 00:00:00,KYC Issue,8.52
1129,4285,2023-11-19 00:00:00,Payment Failure,12.56
1130,4290,2024-02-17 00:00:00,Account Access,65.37
1131,4293,2023-03-15 00:00:00,Payment Failure,58.32
1132,4301,2024-11-21 00:00:00,KYC Issue,70.37
1133,4305,2023-01-20 00:00:00,KYC Issue,23.06
1134,4307,2023-02-09 00:00:00,KYC Issue,66.5
1135,4308,2024-09-06 00:00:00,KYC Issue,27.24
1136,4310,2024-04-27 00:00:00,Payment Failure,5.22
1137,4318,2024-11-25 00:00:00,KYC Issue,49.24
1138,4320,2023-07-31 00:00:00,KYC Issue,61.79
1139,4328,2023-07-30 00:00:00,Payment Failure,17.81
1140,4329,2024-08-27 00:00:00,KYC Issue,10.57
1141,4334,2024-08-15 00:00:00,KYC Issue,30.7
1142,4336,2023-12-23 00:00:00,Account Access,45.79
1143,4340,2023-07-12 00:00:00,Payment Failure,8.59
1144,4345,2024-11-21 00:00:00,Payment Failure,55.95
1145,4347,2024-04-21 00:00:00,Payment Failure,28.18
1146,4349,2023-01-28 00:00:00,Payment Failure,36.56
1147,4354,2023-09-20 00:00:00,KYC Issue,23.35
1148,4355,2024-11-01 00:00:00,Payment Failure,51.43
1149,4363,2024-05-26 00:00:00,Payment Failure,63.17
1150,4366,2024-01-31 00:00:00,Payment Failure,47.08
1151,4370,2024-02-11 00:00:00,KYC Issue,50.06
1152,4382,2024-07-28 00:00:00,Account Access,51.97
1153,4390,2024-04-25 00:00:00,KYC Issue,5.34
1154,4393,2023-08-29 00:00:00,Payment Failure,61.25
1155,4397,2024-12-26 00:00:00,Payment Failure,31.59
1156,4398,2025-01-09 00:00:00,Payment Failure,43.46
1157,4399,2023-10-21 00:00:00,KYC Issue,10.01
1158,4402,2024-09-29 00:00:00,KYC Issue,62.67
1159,4403,2023-03-23 00:00:00,Account Access,28.74
1160,4409,2024-01-18 00:00:00,Account Access,54.02
1161,4411,2024-07-12 00:00:00,KYC Issue,53.12
1162,4416,2024-04-16 00:00:00,Account Access,25.7
1163,4423,2024-04-14 00:00:00,Payment Failure,67.4
1164,4433,2023-04-16 00:00:00,Payment Failure,23.86
1165,4437,2024-03-08 00:00:00,Payment Failure,48.37
1166,4441,2024-09-01 00:00:00,Account Access,15.95
1167,4445,2023-10-21 00:00:00,Payment Failure,59.25
1168,4448,2023-09-03 00:00:00,KYC Issue,6.72
1169,4449,2024-06-30 00:00:00,Account Access,38.81
1170,4450,2024-03-08 00:00:00,Account Access,33.74
1171,4454,2023-01-29 00:00:00,Account Access,45.92
1172,4458,2023-01-21 00:00:00,KYC Issue,37.64
1173,4461,2024-04-17 00:00:00,KYC Issue,54.42
1174,4465,2024-05-21 00:00:00,Payment Failure,6.03
1175,4473,2024-04-13 00:00:00,Payment Failure,23.57
1176,4480,2023-06-26 00:00:00,Payment Failure,12.78
1177,4482,2024-03-08 00:00:00,Account Access,55.7
1178,4485,2024-07-10 00:00:00,KYC Issue,9.72
1179,4486,2023-08-01 00:00:00,Payment Failure,47.62
1180,4491,2023-08-06 00:00:00,KYC Issue,45.41
1181,4493,2024-05-26 00:00:00,Payment Failure,56.32
1182,4497,2024-04-05 00:00:00,Payment Failure,14.4
1183,4502,2024-02-17 00:00:00,Payment Failure,9.43
1184,4504,2024-09-10 00:00:00,KYC Issue,19.78
1185,4512,2023-12-29 00:00:00,Account Access,70.61
1186,4513,2024-12-05 00:00:00,Payment Failure,64.02
1187,4514,2023-08-17 00:00:00,Payment Failure,48.85
1188,4517,2023-07-06 00:00:00,Payment Failure,35.22
1189,4518,2024-03-14 00:00:00,KYC Issue,13.52
1190,4519,2023-01-29 00:00:00,Account Access,38.59
1191,4522,2024-09-30 00:00:00,Payment Failure,66.14
1192,4524,2024-06-17 00:00:00,KYC Issue,35.24
1193,4534,2023-11-30 00:00:00,KYC Issue,67.22
1194,4539,2023-06-19 00:00:00,KYC Issue,60.87
1195,4542,2023-04-27 00:00:00,Payment Failure,50.5
1196,4544,2024-11-12 00:00:00,Payment Failure,39.44
1197,4546,2024-05-27 00:00:00,KYC Issue,31.92
1198,4550,2023-08-30 00:00:00,Payment Failure,20.57
1199,4560,2023-12-22 00:00:00,Payment Failure,35.17
1200,4565,2024-06-03 00:00:00,KYC Issue,69.05
1201,4574,2024-07-20 00:00:00,KYC Issue,17.66
1202,4577,2024-04-04 00:00:00,KYC Issue,49.41
1203,4580,2024-01-11 00:00:00,KYC Issue,38.12
1204,4594,2024-10-25 00:00:00,Payment Failure,31.28
1205,4595,2024-07-01 00:00:00,Account Access,55.96
1206,4597,2024-02-24 00:00:00,Account Access,44.11
1207,4607,2024-12-10 00:00:00,KYC Issue,68.23
1208,4613,2023-07-18 00:00:00,KYC Issue,49.8
1209,4616,2023-04-10 00:00:00,KYC Issue,29.54
1210,4619,2024-11-22 00:00:00,Payment Failure,21.97
1211,4633,2024-01-13 00:00:00,Payment Failure,52.58
1212,4634,2024-07-04 00:00:00,Account Access,56.68
1213,4637,2024-11-12 00:00:00,Account Access,7.18
1214,4649,2024-09-07 00:00:00,KYC Issue,20.98
1215,4650,2024-08-02 00:00:00,Payment Failure,35.81
1216,4651,2023-02-21 00:00:00,Payment Failure,3.2
1217,4657,2023-06-06 00:00:00,Payment Failure,61.69
1218,4658,2024-04-14 00:00:00,Payment Failure,66.55
1219,4660,2023-04-08 00:00:00,KYC Issue,26.05
1220,4665,2023-08-15 00:00:00,Account Access,49.86
1221,4672,2023-10-30 00:00:00,Payment Failure,52.0
1222,4673,2023-11-30 00:00:00,Payment Failure,45.98
1223,4674,2024-10-05 00:00:00,KYC Issue,42.84
1224,4679,2023-09-11 00:00:00,KYC Issue,63.44
1225,4690,2024-11-05 00:00:00,Payment Failure,34.71
1226,4692,2024-08-09 00:00:00,Payment Failure,28.81
1227,4697,2024-12-08 00:00:00,KYC Issue,64.5
1228,4698,2023-03-21 00:00:00,KYC Issue,29.51
1229,4701,2024-08-26 00:00:00,KYC Issue,46.78
1230,4702,2023-03-29 00:00:00,Account Access,63.53
1231,4706,2023-10-20 00:00:00,Payment Failure,29.63
1232,4708,2023-05-01 00:00:00,KYC Issue,70.34
1233,4710,2024-06-20 00:00:00,KYC Issue,31.4
1234,4714,2024-07-13 00:00:00,Payment Failure,54.49
1235,4719,2024-09-22 00:00:00,KYC Issue,47.44
1236,4720,2023-04-19 00:00:00,Payment Failure,60.77
1237,4724,2024-11-25 00:00:00,Payment Failure,61.56
1238,4742,2024-08-30 00:00:00,KYC Issue,20.21
1239,4743,2023-04-06 00:00:00,Payment Failure,2.02
1240,4745,2023-11-17 00:00:00,Payment Failure,14.81
1241,4749,2024-01-10 00:00:00,KYC Issue,19.52
1242,4750,2023-04-13 00:00:00,Payment Failure,20.7
1243,4751,2023-11-06 00:00:00,Payment Failure,19.24
1244,4757,2023-10-19 00:00:00,Account Access,31.66
1245,4760,2024-12-16 00:00:00,KYC Issue,17.39
1246,4762,2025-01-04 00:00:00,Account Access,47.74
1247,4765,2024-07-12 00:00:00,Account Access,23.75
1248,4768,2023-12-30 00:00:00,Payment Failure,51.37
1249,4769,2024-08-28 00:00:00,KYC Issue,56.01
1250,4774,2023-11-19 00:00:00,Payment Failure,50.33
1251,4779,2023-04-16 00:00:00,Account Access,70.2
1252,4780,2023-02-02 00:00:00,Payment Failure,23.59
1253,4785,2024-05-19 00:00:00,KYC Issue,70.92
1254,4787,2023-10-23 00:00:00,Account Access,2.72
1255,4789,2023-04-15 00:00:00,KYC Issue,9.65
1256,4790,2024-04-23 00:00:00,KYC Issue,7.21
1257,4791,2024-06-27 00:00:00,KYC Issue,27.66
1258,4798,2024-04-01 00:00:00,Payment Failure,15.18
1259,4803,2023-05-14 00:00:00,KYC Issue,16.11
1260,4804,2023-07-01 00:00:00,KYC Issue,64.69
1261,4805,2023-08-22 00:00:00,Payment Failure,65.01
1262,4808,2023-01-26 00:00:00,Account Access,23.4
1263,4812,2023-12-04 00:00:00,KYC Issue,13.34
1264,4824,2024-08-04 00:00:00,Account Access,67.2
1265,4828,2024-11-06 00:00:00,KYC Issue,35.67
1266,4832,2024-11-19 00:00:00,KYC Issue,15.11
1267,4839,2023-03-23 00:00:00,Payment Failure,42.45
1268,4842,2024-01-11 00:00:00,Payment Failure,60.5
1269,4843,2024-01-01 00:00:00,KYC Issue,41.13
1270,4847,2024-04-23 00:00:00,KYC Issue,40.3
1271,4851,2023-04-10 00:00:00,Account Access,2.76
1272,4852,2024-05-09 00:00:00,KYC Issue,7.9
1273,4853,2023-12-07 00:00:00,Payment Failure,33.83
1274,4854,2024-11-02 00:00:00,Payment Failure,65.21
1275,4856,2023-04-24 00:00:00,Payment Failure,11.79
1276,4869,2024-12-03 00:00:00,KYC Issue,29.66
1277,4871,2024-02-25 00:00:00,KYC Issue,30.19
1278,4874,2024-11-08 00:00:00,Payment Failure,5.5
1279,4884,2023-06-26 00:00:00,Payment Failure,62.0
1280,4887,2024-12-16 00:00:00,Payment Failure,16.55
1281,4889,2023-12-02 00:00:00,Payment Failure,12.71
1282,4890,2024-03-18 00:00:00,KYC Issue,29.75
1283,4895,2024-11-02 00:00:00,Payment Failure,17.49
1284,4902,2023-08-26 00:00:00,Account Access,24.4
1285,4909,2024-12-01 00:00:00,Payment Failure,29.02
1286,4911,2023-01-29 00:00:00,Payment Failure,45.0
1287,4916,2023-07-12 00:00:00,Payment Failure,3.07
1288,4919,2023-06-08 00:00:00,KYC Issue,59.33
1289,4920,2024-01-07 00:00:00,KYC Issue,4.29
1290,4921,2024-10-09 00:00:00,Payment Failure,38.69
1291,4933,2024-09-29 00:00:00,Account Access,35.83
1292,4938,2023-03-15 00:00:00,Payment Failure,29.12
1293,4939,2024-04-22 00:00:00,KYC Issue,52.8
1294,4940,2023-04-17 00:00:00,Account Access,50.58
1295,4941,2024-12-26 00:00:00,Payment Failure,34.82
1296,4942,2023-08-12 00:00:00,KYC Issue,10.93
1297,4946,2024-08-24 00:00:00,Payment Failure,44.22
1298,4954,2024-02-29 00:00:00,KYC Issue,33.89
1299,4959,2024-12-04 00:00:00,KYC Issue,44.91
1300,4965,2024-11-04 00:00:00,Payment Failure,43.35
1301,4968,2023-03-19 00:00:00,Payment Failure,60.93
1302,4969,2023-07-25 00:00:00,KYC Issue,53.65
1303,4973,2023-12-01 00:00:00,Payment Failure,45.65
1304,4978,2024-09-28 00:00:00,Account Access,45.65
1305,4981,2024-01-28 00:00:00,KYC Issue,42.73
1306,4982,2023-04-25 00:00:00,Account Access,6.15
1307,4983,2023-09-03 00:00:00,Payment Failure,53.58
1308,4988,2024-07-15 00:00:00,Payment Failure,58.1
1309,4994,2024-04-16 00:00:00,Payment Failure,55.21
1310,4995,2023-06-01 00:00:00,KYC Issue,39.69
