user_id,signup_date,acquisition_channel,country,device_type,kyc_status,kyc_completed_at
2686,2023-11-05 00:00:00,affiliate,Ireland,Android,rejected,
2687,2024-09-20 00:00:00,affiliate,Ireland,iOS,pending,
2688,2023-04-11 00:00:00,paid_ads,UK,iOS,approved,2023-04-13 00:00:00
2689,2023-07-10 00:00:00,paid_ads,India,Android,rejected,
2690,2024-12-12 00:00:00,paid_ads,UK,iOS,approved,2024-12-16 00:00:00
2691,2023-09-05 00:00:00,referral,Ireland,iOS,rejected,
2692,2023-10-12 00:00:00,referral,India,iOS,approved,2023-10-14 00:00:00
2693,2024-09-05 00:00:00,referral,India,iOS,approved,2024-09-07 00:00:00
2694,2023-06-14 00:00:00,referral,UK,iOS,pending,
2695,2024-07-27 00:00:00,organic,UK,Android,approved,2024-07-29 00:00:00
2696,2023-04-09 00:00:00,paid_ads,UK,iOS,pending,
2697,2024-01-16 00:00:00,affiliate,India,iOS,rejected,
2698,2024-09-23 00:00:00,organic,Ireland,iOS,pending,
2699,2023-01-17 00:00:00,referral,Ireland,iOS,approved,2023-01-22 00:00:00
2700,2024-05-22 00:00:00,organic,India,Android,rejected,
2701,2024-11-17 00:00:00,paid_ads,India,iOS,approved,2024-11-19 00:00:00
2702,2024-04-24 00:00:00,paid_ads,India,Android,pending,
2703,2024-01-18 00:00:00,paid_ads,UK,Android,approved,2024-01-21 00:00:00
2704,2024-09-17 00:00:00,organic,Ireland,iOS,approved,2024-09-19 00:00:00
2705,2023-03-17 00:00:00,referral,Ireland,iOS,approved,2023-03-18 00:00:00
2706,2024-04-27 00:00:00,affiliate,Ireland,iOS,pending,
2707,2024-02-27 00:00:00,organic,UK,iOS,approved,2024-03-02 00:00:00
2708,2024-04-11 00:00:00,affiliate,UK,iOS,approved,2024-04-13 00:00:00
2709,2024-10-28 00:00:00,organic,Ireland,Android,pending,
2710,2024-04-18 00:00:00,referral,India,iOS,pending,
2711,2023-05-29 00:00:00,organic,Ireland,iOS,approved,2023-06-03 00:00:00
2712,2024-10-31 00:00:00,paid_ads,Ireland,Android,rejected,
2713,2024-10-03 00:00:00,organic,India,Android,rejected,
2714,2023-02-11 00:00:00,organic,Ireland,iOS,approved,2023-02-16 00:00:00
2715,2023-11-10 00:00:00,organic,UK,iOS,approved,2023-11-12 00:00:00
2716,2024-05-04 00:00:00,organic,India,iOS,approved,2024-05-05 00:00:00
2717,2024-11-04 00:00:00,affiliate,UK,Android,approved,2024-11-07 00:00:00
2718,2024-02-15 00:00:00,referral,India,Android,rejected,
2719,2024-10-23 00:00:00,organic,Ireland,iOS,rejected,
2720,2023-04-23 00:00:00,organic,India,Android,rejected,
2721,2024-09-30 00:00:00,affiliate,Ireland,Android,pending,
2722,2024-05-31 00:00:00,organic,UK,iOS,approved,2024-06-04 00:00:00
2723,2024-06-23 00:00:00,referral,Ireland,iOS,pending,
2724,2023-01-22 00:00:00,paid_ads,UK,iOS,pending,
2725,2023-12-21 00:00:00,paid_ads,India,Android,approved,2023-12-23 00:00:00
2726,2023-12-11 00:00:00,organic,India,iOS,approved,2023-12-14 00:00:00
2727,2023-04-23 00:00:00,organic,India,iOS,approved,2023-04-26 00:00:00
2728,2023-12-15 00:00:00,paid_ads,Ireland,iOS,pending,
2729,2024-07-21 00:00:00,paid_ads,India,Android,rejected,
2730,2023-06-21 00:00:00,referral,Ireland,iOS,rejected,
2731,2023-01-21 00:00:00,affiliate,India,iOS,approved,2023-01-24 00:00:00
2732,2024-01-02 00:00:00,organic,UK,iOS,rejected,
2733,2024-03-01 00:00:00,paid_ads,Ireland,Android,rejected,
2734,2024-10-16 00:00:00,referral,Ireland,iOS,pending,
2735,2024-03-21 00:00:00,organic,UK,iOS,rejected,
2736,2024-07-23 00:00:00,paid_ads,India,iOS,approved,2024-07-27 00:00:00
2737,2023-01-30 00:00:00,referral,Ireland,Android,approved,2023-02-02 00:00:00
2738,2024-03-10 00:00:00,paid_ads,Ireland,Android,approved,2024-03-13 00:00:00
2739,2023-11-19 00:00:00,referral,UK,iOS,approved,2023-11-21 00:00:00
2740,2024-11-28 00:00:00,paid_ads,Ireland,iOS,approved,2024-11-29 00:00:00
2741,2024-10-06 00:00:00,affiliate,Ireland,iOS,approved,2024-10-09 00:00:00
2742,2024-06-01 00:00:00,referral,Ireland,iOS,pending,
2743,2023-07-13 00:00:00,referral,UK,Android,approved,2023-07-18 00:00:00
2744,2023-12-20 00:00:00,affiliate,UK,iOS,approved,2023-12-23 00:00:00
2745,2024-03-28 00:00:00,organic,UK,iOS,approved,2024-04-02 00:00:00
2746,2024-01-01 00:00:00,referral,UK,iOS,approved,2024-01-06 00:00:00
2747,2024-11-01 00:00:00,referral,UK,Android,approved,2024-11-04 00:00:00
2748,2023-05-31 00:00:00,affiliate,Ireland,iOS,approved,2023-06-02 00:00:00
2749,2024-11-21 00:00:00,paid_ads,Ireland,Android,rejected,
2750,2024-03-28 00:00:00,organic,Ireland,iOS,pending,
2751,2024-09-14 00:00:00,paid_ads,Ireland,Android,pending,
2752,2023-07-11 00:00:00,referral,India,Android,rejected,
2753,2024-07-08 00:00:00,organic,India,Android,pending,
2754,2024-11-19 00:00:00,paid_ads,Ireland,iOS,approved,2024-11-20 00:00:00
2755,2023-02-23 00:00:00,referral,UK,iOS,approved,2023-02-26 00:00:00
2756,2023-03-23 00:00:00,paid_ads,UK,iOS,approved,2023-03-26 00:00:00
2757,2023-07-07 00:00:00,referral,Ireland,Android,approved,2023-07-11 00:00:00
2758,2024-05-02 00:00:00,paid_ads,India,Android,approved,2024-05-07 00:00:00
2759,2024-10-14 00:00:00,paid_ads,Ireland,iOS,approved,2024-10-18 00:00:00
2760,2023-09-23 00:00:00,referral,Ireland,iOS,approved,2023-09-25 00:00:00
2761,2024-04-20 00:00:00,organic,Ireland,iOS,pending,
2762,2023-04-19 00:00:00,paid_ads,Ireland,iOS,pending,
2763,2023-12-03 00:00:00,paid_ads,Ireland,iOS,pending,
2764,2023-11-26 00:00:00,referral,UK,Android,approved,2023-11-27 00:00:00
2765,2024-03-29 00:00:00,paid_ads,Ireland,Android,pending,
2766,2024-02-15 00:00:00,organic,India,Android,rejected,
2767,2023-09-11 00:00:00,organic,India,iOS,pending,
2768,2023-08-05 00:00:00,referral,Ireland,Android,pending,
2769,2023-02-18 00:00:00,affiliate,Ireland,iOS,approved,2023-02-23 00:00:00
2770,2023-10-14 00:00:00,paid_ads,Ireland,iOS,approved,2023-10-19 00:00:00
2771,2023-12-08 00:00:00,referral,UK,Android,rejected,
2772,2024-04-23 00:00:00,paid_ads,UK,iOS,pending,
2773,2024-03-06 00:00:00,organic,UK,Android,approved,2024-03-08 00:00:00
2774,2024-11-08 00:00:00,paid_ads,Ireland,Android,pending,
2775,2023-06-26 00:00:00,paid_ads,India,Android,approved,2023-06-29 00:00:00
2776,2023-02-16 00:00:00,paid_ads,Ireland,Android,approved,2023-02-19 00:00:00
2777,2023-05-23 00:00:00,referral,UK,iOS,approved,2023-05-25 00:00:00
2778,2023-12-13 00:00:00,organic,UK,iOS,pending,
2779,2023-04-21 00:00:00,organic,Ireland,Android,rejected,
2780,2024-05-04 00:00:00,organic,Ireland,Android,rejected,
2781,2024-05-19 00:00:00,affiliate,India,iOS,approved,2024-05-24 00:00:00
2782,2024-10-02 00:00:00,paid_ads,India,iOS,approved,2024-10-06 00:00:00
2783,2023-05-10 00:00:00,paid_ads,Ireland,Android,approved,2023-05-13 00:00:00
2784,2024-02-17 00:00:00,affiliate,India,Android,pending,
2785,2024-03-28 00:00:00,paid_ads,Ireland,iOS,approved,2024-03-31 00:00:00
2786,2023-07-23 00:00:00,organic,India,Android,approved,2023-07-27 00:00:00
2787,2023-01-01 00:00:00,affiliate,India,Android,approved,2023-01-04 00:00:00
2788,2024-08-07 00:00:00,referral,Ireland,iOS,approved,2024-08-10 00:00:00
2789,2024-01-06 00:00:00,paid_ads,Ireland,iOS,approved,2024-01-09 00:00:00
2790,2024-01-15 00:00:00,referral,Ireland,Android,rejected,
2791,2023-10-02 00:00:00,paid_ads,UK,iOS,approved,2023-10-05 00:00:00
2792,2023-09-10 00:00:00,organic,UK,Android,approved,2023-09-12 00:00:00
2793,2023-10-22 00:00:00,organic,UK,Android,approved,2023-10-24 00:00:00
2794,2023-12-08 00:00:00,affiliate,Ireland,Android,approved,2023-12-12 00:00:00
2795,2024-06-20 00:00:00,organic,UK,Android,pending,
2796,2024-07-07 00:00:00,organic,Ireland,iOS,approved,2024-07-10 00:00:00
2797,2023-12-20 00:00:00,paid_ads,UK,iOS,approved,2023-12-23 00:00:00
2798,2023-02-17 00:00:00,affiliate,Ireland,Android,approved,2023-02-19 00:00:00
2799,2024-05-13 00:00:00,referral,Ireland,Android,approved,2024-05-15 00:00:00
2800,2024-01-11 00:00:00,paid_ads,UK,iOS,approved,2024-01-16 00:00:00
2801,2023-10-24 00:00:00,affiliate,Ireland,Android,pending,
2802,2024-08-31 00:00:00,paid_ads,UK,iOS,approved,2024-09-03 00:00:00
2803,2023-12-31 00:00:00,affiliate,Ireland,iOS,pending,
2804,2023-04-09 00:00:00,organic,Ireland,iOS,approved,2023-04-13 00:00:00
2805,2023-06-28 00:00:00,referral,Ireland,Android,approved,2023-07-01 00:00:00
2806,2024-02-21 00:00:00,paid_ads,UK,Android,approved,2024-02-22 00:00:00
2807,2023-11-03 00:00:00,referral,UK,Android,rejected,
2808,2023-06-01 00:00:00,organic,UK,iOS,rejected,
2809,2024-10-10 00:00:00,paid_ads,UK,Android,approved,2024-10-14 00:00:00
2810,2024-04-07 00:00:00,organic,Ireland,iOS,approved,2024-04-10 00:00:00
2811,2023-05-21 00:00:00,affiliate,UK,iOS,approved,2023-05-24 00:00:00
2812,2023-06-23 00:00:00,organic,Ireland,iOS,approved,2023-06-26 00:00:00
2813,2024-03-01 00:00:00,referral,India,iOS,approved,2024-03-03 00:00:00
2814,2023-07-18 00:00:00,paid_ads,India,iOS,approved,2023-07-19 00:00:00
2815,2023-12-12 00:00:00,referral,India,iOS,approved,2023-12-17 00:00:00
2816,2023-06-13 00:00:00,paid_ads,India,iOS,pending,
2817,2024-02-28 00:00:00,organic,UK,iOS,pending,
2818,2023-02-22 00:00:00,paid_ads,Ireland,Android,approved,2023-02-25 00:00:00
2819,2024-08-21 00:00:00,referral,Ireland,iOS,approved,2024-08-23 00:00:00
2820,2024-08-05 00:00:00,paid_ads,UK,iOS,rejected,
2821,2024-08-29 00:00:00,paid_ads,India,Android,approved,2024-09-02 00:00:00
2822,2023-01-24 00:00:00,organic,India,iOS,approved,2023-01-29 00:00:00
2823,2023-09-06 00:00:00,organic,UK,iOS,rejected,
2824,2023-03-27 00:00:00,organic,India,iOS,approved,2023-03-29 00:00:00
2825,2024-10-14 00:00:00,paid_ads,Ireland,iOS,approved,2024-10-18 00:00:00
2826,2024-08-21 00:00:00,affiliate,Ireland,Android,pending,
2827,2023-12-10 00:00:00,paid_ads,UK,iOS,rejected,
2828,2023-05-26 00:00:00,referral,Ireland,iOS,approved,2023-05-31 00:00:00
2829,2024-01-12 00:00:00,referral,Ireland,Android,rejected,
2830,2024-07-23 00:00:00,referral,UK,Android,approved,2024-07-26 00:00:00
2831,2023-09-01 00:00:00,organic,UK,iOS,approved,2023-09-03 00:00:00
2832,2024-01-07 00:00:00,referral,Ireland,iOS,pending,
2833,2024-05-04 00:00:00,referral,India,Android,approved,2024-05-07 00:00:00
2834,2023-08-30 00:00:00,affiliate,Ireland,Android,approved,2023-09-01 00:00:00
2835,2023-11-24 00:00:00,organic,India,iOS,approved,2023-11-28 00:00:00
2836,2023-04-12 00:00:00,organic,UK,Android,rejected,
2837,2023-09-10 00:00:00,organic,Ireland,iOS,approved,2023-09-13 00:00:00
2838,2023-07-22 00:00:00,affiliate,Ireland,Android,approved,2023-07-27 00:00:00
2839,2024-01-24 00:00:00,organic,UK,Android,rejected,
2840,2023-05-31 00:00:00,referral,India,Android,rejected,
2841,2023-10-28 00:00:00,paid_ads,Ireland,iOS,pending,
2842,2023-02-04 00:00:00,organic,Ireland,Android,approved,2023-02-07 00:00:00
2843,2024-09-30 00:00:00,paid_ads,UK,Android,approved,2024-10-01 00:00:00
2844,2023-04-01 00:00:00,referral,Ireland,iOS,pending,
2845,2023-08-21 00:00:00,organic,India,Android,approved,2023-08-22 00:00:00
2846,2024-02-06 00:00:00,referral,UK,Android,pending,
2847,2024-09-22 00:00:00,paid_ads,UK,Android,approved,2024-09-23 00:00:00
2848,2024-09-02 00:00:00,paid_ads,Ireland,iOS,pending,
2849,2024-07-01 00:00:00,paid_ads,Ireland,iOS,approved,2024-07-03 00:00:00
2850,2024-04-13 00:00:00,organic,Ireland,iOS,approved,2024-04-14 00:00:00
2851,2024-10-16 00:00:00,referral,UK,iOS,pending,
2852,2024-09-08 00:00:00,organic,Ireland,Android,approved,2024-09-09 00:00:00
2853,2023-07-15 00:00:00,affiliate,UK,iOS,approved,2023-07-16 00:00:00
2854,2024-04-02 00:00:00,referral,UK,Android,pending,
2855,2023-03-28 00:00:00,referral,Ireland,iOS,approved,2023-03-31 00:00:00
2856,2024-12-26 00:00:00,referral,India,Android,approved,2024-12-27 00:00:00
2857,2023-08-12 00:00:00,paid_ads,UK,Android,approved,2023-08-16 00:00:00
2858,2024-01-20 00:00:00,paid_ads,UK,Android,approved,2024-01-25 00:00:00
2859,2023-08-19 00:00:00,referral,UK,iOS,rejected,
2860,2023-02-20 00:00:00,organic,India,iOS,approved,2023-02-23 00:00:00
2861,2023-04-23 00:00:00,affiliate,UK,iOS,approved,2023-04-26 00:00:00
2862,2024-05-30 00:00:00,referral,Ireland,Android,pending,
2863,2023-04-03 00:00:00,organic,Ireland,iOS,pending,
2864,2023-04-04 00:00:00,affiliate,UK,iOS,approved,2023-04-08 00:00:00
2865,2024-02-20 00:00:00,referral,UK,Android,approved,2024-02-24 00:00:00
2866,2024-05-16 00:00:00,paid_ads,UK,iOS,pending,
2867,2024-01-16 00:00:00,affiliate,India,Android,approved,2024-01-18 00:00:00
2868,2024-12-18 00:00:00,organic,Ireland,Android,rejected,
2869,2023-02-06 00:00:00,referral,India,Android,approved,2023-02-09 00:00:00
2870,2023-03-31 00:00:00,paid_ads,India,Android,pending,
2871,2024-04-21 00:00:00,paid_ads,India,Android,pending,
2872,2023-04-17 00:00:00,organic,UK,iOS,rejected,
2873,2023-09-01 00:00:00,paid_ads,Ireland,iOS,approved,2023-09-05 00:00:00
2874,2023-01-31 00:00:00,referral,UK,iOS,pending,
2875,2023-09-02 00:00:00,paid_ads,Ireland,Android,approved,2023-09-04 00:00:00
2876,2023-07-18 00:00:00,referral,Ireland,iOS,rejected,
2877,2023-06-29 00:00:00,organic,UK,iOS,approved,2023-07-02 00:00:00
2878,2024-04-23 00:00:00,organic,UK,Android,pending,
2879,2023-07-22 00:00:00,affiliate,Ireland,Android,approved,2023-07-25 00:00:00
2880,2023-10-03 00:00:00,paid_ads,Ireland,iOS,approved,2023-10-05 00:00:00
2881,2024-09-21 00:00:00,paid_ads,UK,iOS,approved,2024-09-25 00:00:00
2882,2023-04-26 00:00:00,paid_ads,India,Android,approved,2023-05-01 00:00:00
2883,2023-12-11 00:00:00,paid_ads,Ireland,Android,approved,2023-12-13 00:00:00
2884,2023-05-25 00:00:00,referral,UK,Android,approved,2023-05-28 00:00:00
2885,2024-07-26 00:00:00,affiliate,India,iOS,approved,2024-07-27 00:00:00
2886,2023-01-28 00:00:00,affiliate,UK,iOS,approved,2023-01-30 00:00:00
2887,2023-03-18 00:00:00,paid_ads,UK,iOS,approved,2023-03-20 00:00:00
2888,2023-12-23 00:00:00,referral,UK,iOS,approved,2023-12-24 00:00:00
2889,2023-12-16 00:00:00,paid_ads,UK,iOS,approved,2023-12-18 00:00:00
2890,2024-11-21 00:00:00,paid_ads,Ireland,Android,pending,
2891,2024-05-31 00:00:00,referral,India,Android,rejected,
2892,2023-06-27 00:00:00,paid_ads,Ireland,iOS,approved,2023-07-01 00:00:00
2893,2024-04-13 00:00:00,affiliate,India,iOS,rejected,
2894,2023-03-06 00:00:00,organic,Ireland,Android,pending,
2895,2024-09-30 00:00:00,referral,UK,Android,approved,2024-10-05 00:00:00
2896,2023-06-04 00:00:00,referral,Ireland,iOS,rejected,
2897,2023-02-11 00:00:00,organic,UK,iOS,approved,2023-02-15 00:00:00
2898,2023-09-07 00:00:00,organic,India,iOS,rejected,
2899,2024-10-27 00:00:00,organic,Ireland,Android,approved,2024-10-28 00:00:00
2900,2023-02-08 00:00:00,referral,UK,Android,pending,
2901,2023-09-22 00:00:00,paid_ads,UK,Android,approved,2023-09-26 00:00:00
2902,2024-08-10 00:00:00,paid_ads,UK,iOS,approved,2024-08-14 00:00:00
2903,2023-10-07 00:00:00,referral,India,iOS,approved,2023-10-09 00:00:00
2904,2024-06-09 00:00:00,affiliate,Ireland,Android,approved,2024-06-14 00:00:00
2905,2024-09-11 00:00:00,referral,Ireland,Android,approved,2024-09-13 00:00:00
2906,2024-07-28 00:00:00,organic,India,Android,rejected,
2907,2024-01-19 00:00:00,organic,Ireland,Android,pending,
2908,2023-03-26 00:00:00,organic,Ireland,iOS,approved,2023-03-28 00:00:00
2909,2024-11-01 00:00:00,referral,UK,iOS,approved,2024-11-04 00:00:00
2910,2024-11-09 00:00:00,referral,UK,iOS,approved,2024-11-11 00:00:00
2911,2023-10-27 00:00:00,organic,UK,Android,rejected,
2912,2024-04-12 00:00:00,paid_ads,Ireland,iOS,pending,
2913,2024-09-15 00:00:00,referral,Ireland,iOS,pending,
2914,2023-06-18 00:00:00,referral,Ireland,Android,approved,2023-06-22 00:00:00
2915,2024-03-21 00:00:00,referral,Ireland,Android,rejected,
2916,2024-06-17 00:00:00,referral,Ireland,Android,approved,2024-06-22 00:00:00
2917,2024-08-09 00:00:00,referral,Ireland,Android,approved,2024-08-11 00:00:00
2918,2023-04-10 00:00:00,paid_ads,UK,iOS,pending,
2919,2023-01-03 00:00:00,affiliate,Ireland,iOS,approved,2023-01-06 00:00:00
2920,2023-11-21 00:00:00,organic,Ireland,Android,approved,2023-11-25 00:00:00
2921,2023-11-05 00:00:00,organic,India,iOS,approved,2023-11-07 00:00:00
2922,2023-02-10 00:00:00,organic,UK,iOS,approved,2023-02-15 00:00:00
2923,2023-04-19 00:00:00,organic,Ireland,iOS,approved,2023-04-23 00:00:00
2924,2023-11-17 00:00:00,affiliate,Ireland,Android,pending,
2925,2024-08-31 00:00:00,paid_ads,UK,iOS,approved,2024-09-04 00:00:00
2926,2023-05-27 00:00:00,paid_ads,India,Android,approved,2023-05-29 00:00:00
2927,2023-03-27 00:00:00,affiliate,Ireland,Android,approved,2023-03-28 00:00:00
2928,2024-11-01 00:00:00,affiliate,UK,iOS,rejected,
2929,2023-03-30 00:00:00,organic,UK,Android,approved,2023-03-31 00:00:00
2930,2023-04-20 00:00:00,organic,Ireland,Android,approved,2023-04-21 00:00:00
2931,2023-11-13 00:00:00,paid_ads,UK,Android,approved,2023-11-17 00:00:00
2932,2023-09-17 00:00:00,organic,Ireland,Android,rejected,
2933,2023-10-22 00:00:00,affiliate,UK,iOS,pending,
2934,2023-10-20 00:00:00,paid_ads,UK,iOS,rejected,
2935,2024-03-15 00:00:00,paid_ads,UK,iOS,approved,2024-03-16 00:00:00
2936,2024-04-28 00:00:00,affiliate,Ireland,Android,pending,
2937,2023-03-26 00:00:00,paid_ads,UK,Android,pending,
2938,2023-06-28 00:00:00,referral,UK,iOS,approved,2023-06-30 00:00:00
2939,2023-02-20 00:00:00,paid_ads,Ireland,Android,pending,
2940,2024-09-12 00:00:00,referral,UK,iOS,approved,2024-09-14 00:00:00
2941,2023-03-29 00:00:00,affiliate,Ireland,iOS,pending,
2942,2024-06-23 00:00:00,affiliate,India,iOS,approved,2024-06-24 00:00:00
2943,2023-02-15 00:00:00,organic,Ireland,iOS,approved,2023-02-20 00:00:00
2944,2023-07-20 00:00:00,paid_ads,India,iOS,pending,
2945,2024-05-03 00:00:00,organic,Ireland,Android,approved,2024-05-05 00:00:00
2946,2024-10-08 00:00:00,organic,India,iOS,rejected,
2947,2024-08-27 00:00:00,organic,UK,Android,rejected,
2948,2024-06-29 00:00:00,organic,UK,iOS,rejected,
2949,2023-05-21 00:00:00,organic,Ireland,Android,approved,2023-05-26 00:00:00
2950,2024-11-28 00:00:00,paid_ads,UK,Android,approved,2024-12-03 00:00:00
2951,2023-08-24 00:00:00,paid_ads,UK,Android,rejected,
2952,2023-01-25 00:00:00,paid_ads,Ireland,Android,rejected,
2953,2024-11-12 00:00:00,organic,Ireland,Android,approved,2024-11-14 00:00:00
2954,2024-01-07 00:00:00,affiliate,Ireland,Android,approved,2024-01-10 00:00:00
2955,2024-02-13 00:00:00,affiliate,UK,iOS,rejected,
2956,2024-02-02 00:00:00,organic,UK,iOS,pending,
2957,2024-08-24 00:00:00,referral,UK,Android,approved,2024-08-26 00:00:00
2958,2024-03-11 00:00:00,affiliate,Ireland,iOS,approved,2024-03-12 00:00:00
2959,2024-04-01 00:00:00,affiliate,UK,Android,pending,
2960,2023-12-09 00:00:00,referral,UK,iOS,pending,
2961,2024-02-28 00:00:00,affiliate,UK,Android,pending,
2962,2023-11-24 00:00:00,referral,UK,Android,rejected,
2963,2024-11-10 00:00:00,affiliate,India,Android,approved,2024-11-15 00:00:00
2964,2024-08-01 00:00:00,organic,UK,Android,approved,2024-08-06 00:00:00
2965,2024-08-17 00:00:00,organic,India,iOS,approved,2024-08-18 00:00:00
2966,2024-08-16 00:00:00,paid_ads,India,Android,approved,2024-08-19 00:00:00
2967,2024-01-08 00:00:00,organic,UK,Android,rejected,
2968,2023-08-19 00:00:00,affiliate,Ireland,iOS,pending,
2969,2023-04-17 00:00:00,referral,Ireland,iOS,approved,2023-04-20 00:00:00
2970,2024-05-06 00:00:00,referral,Ireland,iOS,rejected,
2971,2024-07-28 00:00:00,organic,Ireland,iOS,approved,2024-08-02 00:00:00
2972,2024-10-01 00:00:00,organic,UK,iOS,rejected,
2973,2023-12-16 00:00:00,referral,UK,iOS,approved,2023-12-17 00:00:00
2974,2023-07-02 00:00:00,organic,India,iOS,approved,2023-07-05 00:00:00
2975,2024-11-11 00:00:00,organic,Ireland,iOS,approved,2024-11-13 00:00:00
2976,2023-04-01 00:00:00,organic,India,Android,pending,
2977,2023-10-23 00:00:00,organic,Ireland,iOS,approved,2023-10-24 00:00:00
2978,2023-10-14 00:00:00,paid_ads,Ireland,iOS,approved,2023-10-15 00:00:00
2979,2023-10-08 00:00:00,referral,UK,Android,rejected,
2980,2023-04-04 00:00:00,referral,India,iOS,approved,2023-04-07 00:00:00
2981,2024-10-19 00:00:00,affiliate,Ireland,Android,approved,2024-10-24 00:00:00
2982,2024-01-04 00:00:00,referral,Ireland,Android,approved,2024-01-06 00:00:00
2983,2023-04-25 00:00:00,paid_ads,Ireland,Android,approved,2023-04-27 00:00:00
2984,2024-10-30 00:00:00,paid_ads,UK,iOS,rejected,
2985,2023-02-22 00:00:00,organic,Ireland,iOS,approved,2023-02-27 00:00:00
2986,2023-07-27 00:00:00,referral,UK,iOS,pending,
2987,2024-10-23 00:00:00,organic,Ireland,Android,pending,
2988,2024-04-19 00:00:00,paid_ads,Ireland,iOS,pending,
2989,2023-08-21 00:00:00,paid_ads,India,iOS,approved,2023-08-24 00:00:00
2990,2023-07-10 00:00:00,paid_ads,UK,iOS,rejected,
2991,2023-06-11 00:00:00,referral,UK,Android,approved,2023-06-14 00:00:00
2992,2023-01-22 00:00:00,organic,Ireland,iOS,rejected,
2993,2023-11-09 00:00:00,paid_ads,Ireland,iOS,rejected,
2994,2023-10-09 00:00:00,paid_ads,UK,iOS,approved,2023-10-11 00:00:00
2995,2023-03-24 00:00:00,referral,India,iOS,pending,
2996,2023-07-03 00:00:00,organic,Ireland,iOS,approved,2023-07-05 00:00:00
2997,2024-09-25 00:00:00,organic,Ireland,iOS,approved,2024-09-26 00:00:00
2998,2024-10-10 00:00:00,paid_ads,India,Android,pending,
2999,2024-12-22 00:00:00,organic,Ireland,Android,pending,
3000,2024-04-30 00:00:00,organic,India,Android,pending,
3001,2023-04-08 00:00:00,paid_ads,UK,iOS,approved,2023-04-11 00:00:00
3002,2024-01-26 00:00:00,affiliate,Ireland,iOS,rejected,
3003,2024-04-25 00:00:00,organic,UK,iOS,approved,2024-04-26 00:00:00
3004,2023-11-03 00:00:00,paid_ads,UK,Android,approved,2023-11-08 00:00:00
3005,2023-02-03 00:00:00,paid_ads,Ireland,iOS,pending,
3006,2024-05-15 00:00:00,paid_ads,Ireland,iOS,rejected,
3007,2024-01-04 00:00:00,referral,India,iOS,approved,2024-01-07 00:00:00
3008,2024-05-17 00:00:00,organic,UK,Android,approved,2024-05-18 00:00:00
3009,2023-06-25 00:00:00,referral,India,iOS,approved,2023-06-29 00:00:00
3010,2023-06-30 00:00:00,paid_ads,Ireland,Android,pending,
3011,2024-07-25 00:00:00,referral,UK,Android,approved,2024-07-29 00:00:00
3012,2024-05-06 00:00:00,organic,Ireland,iOS,approved,2024-05-11 00:00:00
3013,2024-07-23 00:00:00,paid_ads,Ireland,iOS,approved,2024-07-28 00:00:00
3014,2023-09-15 00:00:00,paid_ads,India,iOS,approved,2023-09-16 00:00:00
3015,2024-08-05 00:00:00,paid_ads,India,iOS,pending,
3016,2024-01-22 00:00:00,affiliate,UK,iOS,pending,
3017,2023-07-28 00:00:00,referral,Ireland,Android,approved,2023-08-02 00:00:00
3018,2024-04-27 00:00:00,paid_ads,UK,iOS,approved,2024-05-02 00:00:00
3019,2024-10-04 00:00:00,referral,Ireland,Android,approved,2024-10-08 00:00:00
3020,2023-05-15 00:00:00,affiliate,UK,iOS,approved,2023-05-16 00:00:00
3021,2024-04-12 00:00:00,affiliate,UK,Android,rejected,
3022,2023-04-08 00:00:00,referral,UK,iOS,approved,2023-04-13 00:00:00
3023,2024-01-23 00:00:00,referral,India,iOS,approved,2024-01-28 00:00:00
3024,2024-08-25 00:00:00,referral,Ireland,iOS,pending,
3025,2023-05-12 00:00:00,paid_ads,India,iOS,pending,
3026,2023-05-03 00:00:00,affiliate,UK,iOS,pending,
3027,2024-10-03 00:00:00,referral,India,iOS,approved,2024-10-06 00:00:00
3028,2023-10-19 00:00:00,referral,UK,iOS,rejected,
3029,2023-06-13 00:00:00,affiliate,Ireland,iOS,pending,
3030,2023-06-26 00:00:00,paid_ads,UK,iOS,approved,2023-06-30 00:00:00
3031,2024-05-21 00:00:00,referral,UK,Android,approved,2024-05-23 00:00:00
3032,2023-09-23 00:00:00,referral,Ireland,iOS,approved,2023-09-25 00:00:00
3033,2024-07-01 00:00:00,referral,India,iOS,approved,2024-07-06 00:00:00
3034,2024-09-30 00:00:00,paid_ads,UK,iOS,rejected,
3035,2023-03-16 00:00:00,referral,UK,Android,approved,2023-03-20 00:00:00
3036,2024-08-06 00:00:00,paid_ads,UK,iOS,rejected,
3037,2023-02-09 00:00:00,organic,India,Android,approved,2023-02-14 00:00:00
3038,2023-11-13 00:00:00,paid_ads,Ireland,Android,pending,
3039,2024-08-03 00:00:00,organic,UK,iOS,rejected,
3040,2023-09-10 00:00:00,paid_ads,India,Android,pending,
3041,2024-06-02 00:00:00,referral,UK,Android,approved,2024-06-04 00:00:00
3042,2024-04-08 00:00:00,organic,Ireland,iOS,pending,
3043,2024-01-01 00:00:00,organic,Ireland,Android,rejected,
3044,2024-08-13 00:00:00,referral,UK,iOS,pending,
3045,2023-03-06 00:00:00,affiliate,Ireland,iOS,approved,2023-03-10 00:00:00
3046,2023-12-11 00:00:00,referral,India,iOS,approved,2023-12-16 00:00:00
3047,2023-12-21 00:00:00,paid_ads,UK,Android,approved,2023-12-24 00:00:00
